 PageNo, Speed, Length, RealPower, SetFrequency, SetDuty, SetPower, GateOnTime, WorkingTime
33,30,19.4,682,1000,100,38,650, 2022-02-11 10:02:38.170
34,30,19.4,682,1000,100,38,650, 2022-02-11 10:02:39.900
35,30,19.4,682,1000,100,38,650, 2022-02-11 10:02:43.336
36,30,19.4,682,1000,100,38,650, 2022-02-11 10:02:45.074
37,30,19.4,682,1000,100,38,650, 2022-02-11 10:02:46.788
38,30,19.4,682,1000,100,38,650, 2022-02-11 10:02:49.768
39,30,19.4,682,1000,100,38,650, 2022-02-11 10:02:51.284
1,250,241.1,1660,1000,100,82,1154, 2022-02-11 10:22:00.523
2,250,241.2,1685,1000,100,83,1670, 2022-02-11 10:22:03.805
3,250,241.1,1667,1000,100,82,1153, 2022-02-11 10:22:06.675
4,250,241.2,1690,1000,100,83,1670, 2022-02-11 10:22:10.019
5,250,241.1,1670,1000,100,82,1154, 2022-02-11 10:22:12.875
6,250,241.2,1694,1000,100,83,1670, 2022-02-11 10:22:16.097
7,250,241.1,1669,1000,100,82,1153, 2022-02-11 10:22:21.995
8,250,241.2,1694,1000,100,83,1670, 2022-02-11 10:22:25.227
9,250,241.1,1673,1000,100,82,1154, 2022-02-11 10:22:28.055
10,250,241.2,1697,1000,100,83,1670, 2022-02-11 10:22:31.307
11,250,241.1,1675,1000,100,82,1154, 2022-02-11 10:22:34.041
12,250,241.2,1698,1000,100,83,1670, 2022-02-11 10:22:37.305
13,30,19.4,682,1000,100,38,650, 2022-02-11 10:22:41.873
14,30,19.4,680,1000,100,38,650, 2022-02-11 10:22:43.565
15,30,19.4,682,1000,100,38,650, 2022-02-11 10:22:46.501
16,30,19.4,680,1000,100,38,650, 2022-02-11 10:22:49.809
17,30,19.4,680,1000,100,38,650, 2022-02-11 10:22:51.589
18,30,19.4,680,1000,100,38,650, 2022-02-11 10:22:53.265
19,250,241.1,1689,1000,100,83,1670, 2022-02-11 10:23:13.683
20,250,241.2,1671,1000,100,82,1154, 2022-02-11 10:23:16.265
21,250,241.1,1695,1000,100,83,1670, 2022-02-11 10:23:19.747
22,250,241.2,1674,1000,100,82,1154, 2022-02-11 10:23:22.373
23,250,241.1,1698,1000,100,83,1670, 2022-02-11 10:23:25.839
24,250,241.2,1677,1000,100,82,1154, 2022-02-11 10:23:28.589
25,250,241.1,1695,1000,100,83,1670, 2022-02-11 10:23:35.005
26,250,241.2,1677,1000,100,82,1154, 2022-02-11 10:23:37.669
27,250,241.1,1699,1000,100,83,1670, 2022-02-11 10:23:41.119
28,250,241.2,1678,1000,100,82,1154, 2022-02-11 10:23:43.791
29,250,241.1,1700,1000,100,83,1670, 2022-02-11 10:23:47.297
30,250,241.2,1679,1000,100,82,1154, 2022-02-11 10:23:49.855
31,30,19.4,682,1000,100,38,650, 2022-02-11 10:23:54.225
32,30,19.4,682,1000,100,38,650, 2022-02-11 10:23:55.843
33,30,19.4,682,1000,100,38,650, 2022-02-11 10:23:58.943
34,30,19.4,682,1000,100,38,650, 2022-02-11 10:24:00.727
35,30,19.4,682,1000,100,38,650, 2022-02-11 10:24:04.229
36,30,19.4,682,1000,100,38,650, 2022-02-11 10:24:05.973
37,30,19.4,682,1000,100,38,650, 2022-02-11 10:24:07.697
38,30,19.4,682,1000,100,38,650, 2022-02-11 10:24:10.689
39,30,19.4,682,1000,100,38,650, 2022-02-11 10:24:12.181
1,250,241.1,1661,1000,100,82,1154, 2022-02-11 10:28:46.686
2,250,241.2,1685,1000,100,83,1670, 2022-02-11 10:28:50.000
3,250,241.1,1667,1000,100,82,1153, 2022-02-11 10:28:52.830
4,250,241.2,1690,1000,100,83,1670, 2022-02-11 10:28:56.068
5,250,241.1,1670,1000,100,82,1154, 2022-02-11 10:28:58.876
6,250,241.2,1694,1000,100,83,1670, 2022-02-11 10:29:02.158
7,250,241.1,1669,1000,100,82,1153, 2022-02-11 10:29:07.916
8,250,241.2,1694,1000,100,83,1670, 2022-02-11 10:29:11.230
9,250,241.1,1673,1000,100,82,1154, 2022-02-11 10:29:14.044
10,250,241.2,1697,1000,100,83,1670, 2022-02-11 10:29:17.312
11,250,241.1,1675,1000,100,82,1154, 2022-02-11 10:29:20.176
12,250,241.2,1698,1000,100,83,1670, 2022-02-11 10:29:23.390
13,30,19.4,682,1000,100,38,650, 2022-02-11 10:29:27.740
14,30,19.4,680,1000,100,38,650, 2022-02-11 10:29:29.472
15,30,19.4,682,1000,100,38,650, 2022-02-11 10:29:32.400
16,30,19.4,680,1000,100,38,650, 2022-02-11 10:29:35.716
17,30,19.4,680,1000,100,38,650, 2022-02-11 10:29:37.506
18,30,19.4,680,1000,100,38,650, 2022-02-11 10:29:39.136
19,250,241.1,1689,1000,100,83,1670, 2022-02-11 10:29:59.586
20,250,241.2,1671,1000,100,82,1154, 2022-02-11 10:30:02.206
21,250,241.1,1695,1000,100,83,1670, 2022-02-11 10:30:05.732
22,250,241.2,1674,1000,100,82,1154, 2022-02-11 10:30:08.476
23,250,241.1,1697,1000,100,83,1670, 2022-02-11 10:30:11.918
24,250,241.2,1677,1000,100,82,1154, 2022-02-11 10:30:14.542
25,250,241.1,1695,1000,100,83,1670, 2022-02-11 10:30:21.000
26,250,241.2,1677,1000,100,82,1154, 2022-02-11 10:30:23.554
27,250,241.1,1699,1000,100,83,1670, 2022-02-11 10:30:27.004
28,250,241.2,1679,1000,100,82,1154, 2022-02-11 10:30:29.666
29,250,241.1,1700,1000,100,83,1670, 2022-02-11 10:30:33.166
30,250,241.2,1679,1000,100,82,1154, 2022-02-11 10:30:35.778
31,30,19.4,682,1000,100,38,650, 2022-02-11 10:30:40.046
32,30,19.4,682,1000,100,38,650, 2022-02-11 10:30:41.532
33,30,19.4,682,1000,100,38,650, 2022-02-11 10:30:44.666
34,30,19.4,682,1000,100,38,650, 2022-02-11 10:30:46.422
35,30,19.4,682,1000,100,38,650, 2022-02-11 10:30:49.982
36,30,19.4,682,1000,100,38,650, 2022-02-11 10:30:51.650
37,30,19.4,682,1000,100,38,650, 2022-02-11 10:30:53.390
38,30,19.4,682,1000,100,38,650, 2022-02-11 10:30:56.340
39,30,19.4,682,1000,100,38,650, 2022-02-11 10:30:57.870
1,250,241.1,1660,1000,100,82,1154, 2022-02-11 10:36:39.501
2,250,241.2,1685,1000,100,83,1670, 2022-02-11 10:36:42.695
3,250,241.1,1666,1000,100,82,1153, 2022-02-11 10:36:45.561
4,250,241.2,1690,1000,100,83,1670, 2022-02-11 10:36:48.775
5,250,241.1,1670,1000,100,82,1154, 2022-02-11 10:36:51.579
6,250,241.2,1694,1000,100,83,1670, 2022-02-11 10:36:54.811
7,250,241.1,1669,1000,100,82,1153, 2022-02-11 10:37:00.497
8,250,241.2,1694,1000,100,83,1670, 2022-02-11 10:37:03.669
9,250,241.1,1673,1000,100,82,1154, 2022-02-11 10:37:06.439
10,250,241.2,1697,1000,100,83,1670, 2022-02-11 10:37:09.655
11,250,241.1,1675,1000,100,82,1154, 2022-02-11 10:37:12.425
12,250,241.2,1698,1000,100,83,1670, 2022-02-11 10:37:15.703
13,30,19.4,682,1000,100,38,650, 2022-02-11 10:37:20.261
14,30,19.4,680,1000,100,38,650, 2022-02-11 10:37:21.983
15,30,19.4,682,1000,100,38,650, 2022-02-11 10:37:24.909
16,30,19.4,680,1000,100,38,650, 2022-02-11 10:37:28.321
17,30,19.4,680,1000,100,38,650, 2022-02-11 10:37:30.075
18,30,19.4,680,1000,100,38,650, 2022-02-11 10:37:31.777
19,250,241.1,1689,1000,100,83,1670, 2022-02-11 10:37:52.257
20,250,241.2,1671,1000,100,82,1154, 2022-02-11 10:37:54.863
21,250,241.1,1695,1000,100,83,1670, 2022-02-11 10:37:58.329
22,250,241.2,1674,1000,100,82,1154, 2022-02-11 10:38:00.981
23,250,241.1,1697,1000,100,83,1670, 2022-02-11 10:38:04.391
24,250,241.2,1677,1000,100,82,1154, 2022-02-11 10:38:06.931
25,250,241.1,1695,1000,100,83,1670, 2022-02-11 10:38:13.365
26,250,241.2,1675,1000,100,82,1154, 2022-02-11 10:38:16.103
27,250,241.1,1699,1000,100,83,1670, 2022-02-11 10:38:19.597
28,250,241.2,1678,1000,100,82,1154, 2022-02-11 10:38:22.181
29,250,241.1,1700,1000,100,83,1670, 2022-02-11 10:38:25.659
30,250,241.2,1679,1000,100,82,1154, 2022-02-11 10:38:28.255
31,30,19.4,682,1000,100,38,650, 2022-02-11 10:38:32.533
32,30,19.4,682,1000,100,38,650, 2022-02-11 10:38:34.047
33,30,19.4,682,1000,100,38,650, 2022-02-11 10:38:37.105
34,30,19.4,682,1000,100,38,650, 2022-02-11 10:38:38.891
35,30,19.4,682,1000,100,38,650, 2022-02-11 10:38:42.347
36,30,19.4,682,1000,100,38,650, 2022-02-11 10:38:44.023
37,30,19.4,682,1000,100,38,650, 2022-02-11 10:38:45.767
38,30,19.4,682,1000,100,38,650, 2022-02-11 10:38:48.735
39,30,19.4,682,1000,100,38,650, 2022-02-11 10:38:50.243
1,250,241.1,1660,1000,100,82,1154, 2022-02-11 10:49:17.318
2,250,241.2,1685,1000,100,83,1670, 2022-02-11 10:49:20.580
3,250,241.1,1667,1000,100,82,1153, 2022-02-11 10:49:23.334
4,250,241.2,1690,1000,100,83,1670, 2022-02-11 10:49:26.692
5,250,241.1,1670,1000,100,82,1154, 2022-02-11 10:49:29.526
6,250,241.2,1694,1000,100,83,1670, 2022-02-11 10:49:32.750
7,250,241.1,1669,1000,100,82,1153, 2022-02-11 10:49:38.523
8,250,241.2,1694,1000,100,83,1670, 2022-02-11 10:49:41.795
9,250,241.1,1673,1000,100,82,1154, 2022-02-11 10:49:44.497
10,250,241.2,1697,1000,100,83,1670, 2022-02-11 10:49:47.799
11,250,241.1,1675,1000,100,82,1154, 2022-02-11 10:49:50.627
12,250,241.2,1698,1000,100,83,1670, 2022-02-11 10:49:53.911
13,30,19.4,682,1000,100,38,650, 2022-02-11 10:49:58.451
14,30,19.4,680,1000,100,38,650, 2022-02-11 10:50:00.161
15,30,19.4,680,1000,100,38,650, 2022-02-11 10:50:03.087
16,30,19.4,680,1000,100,38,650, 2022-02-11 10:50:06.383
17,30,19.4,680,1000,100,38,650, 2022-02-11 10:50:08.085
18,30,19.4,680,1000,100,38,650, 2022-02-11 10:50:09.723
19,250,241.1,1689,1000,100,83,1670, 2022-02-11 10:50:30.089
20,250,241.2,1671,1000,100,82,1154, 2022-02-11 10:50:32.687
21,250,241.1,1695,1000,100,83,1670, 2022-02-11 10:50:36.083
22,250,241.2,1675,1000,100,82,1154, 2022-02-11 10:50:38.645
23,250,241.1,1697,1000,100,83,1670, 2022-02-11 10:50:42.099
24,250,241.2,1677,1000,100,82,1154, 2022-02-11 10:50:44.793
25,250,241.1,1695,1000,100,83,1670, 2022-02-11 10:50:51.259
26,250,241.2,1677,1000,100,82,1154, 2022-02-11 10:50:53.871
27,250,241.1,1699,1000,100,83,1670, 2022-02-11 10:50:57.289
28,250,241.2,1678,1000,100,82,1154, 2022-02-11 10:50:59.861
29,250,241.1,1700,1000,100,83,1670, 2022-02-11 10:51:03.331
30,250,241.2,1679,1000,100,82,1154, 2022-02-11 10:51:05.987
31,30,19.4,682,1000,100,38,650, 2022-02-11 10:51:10.513
32,30,19.4,682,1000,100,38,650, 2022-02-11 10:51:12.071
33,30,19.4,682,1000,100,38,650, 2022-02-11 10:51:15.119
34,30,19.4,682,1000,100,38,650, 2022-02-11 10:51:16.871
35,30,19.4,682,1000,100,38,650, 2022-02-11 10:51:20.343
36,30,19.4,682,1000,100,38,650, 2022-02-11 10:51:22.057
37,30,19.4,682,1000,100,38,650, 2022-02-11 10:51:23.737
38,30,19.4,682,1000,100,38,650, 2022-02-11 10:51:26.773
39,30,19.4,682,1000,100,38,650, 2022-02-11 10:51:28.241
1,250,241.1,1662,1000,100,82,1154, 2022-02-11 10:53:15.699
2,250,241.2,1688,1000,100,83,1670, 2022-02-11 10:53:18.953
3,250,241.1,1670,1000,100,82,1153, 2022-02-11 10:53:21.743
4,250,241.2,1693,1000,100,83,1670, 2022-02-11 10:53:24.979
5,250,241.1,1673,1000,100,82,1154, 2022-02-11 10:53:27.745
6,250,241.2,1695,1000,100,83,1670, 2022-02-11 10:53:30.977
7,250,241.1,1670,1000,100,82,1153, 2022-02-11 10:53:36.703
8,250,241.2,1695,1000,100,83,1670, 2022-02-11 10:53:40.011
9,250,241.1,1675,1000,100,82,1154, 2022-02-11 10:53:42.835
10,250,241.2,1698,1000,100,83,1670, 2022-02-11 10:53:46.101
11,250,241.1,1677,1000,100,82,1154, 2022-02-11 10:53:48.971
12,250,241.2,1699,1000,100,83,1670, 2022-02-11 10:53:52.281
13,30,19.4,682,1000,100,38,650, 2022-02-11 10:53:56.857
14,30,19.4,682,1000,100,38,650, 2022-02-11 10:53:58.597
15,30,19.4,682,1000,100,38,650, 2022-02-11 10:54:01.601
16,30,19.4,682,1000,100,38,650, 2022-02-11 10:54:05.001
17,30,19.4,682,1000,100,38,650, 2022-02-11 10:54:06.767
18,30,19.4,682,1000,100,38,650, 2022-02-11 10:54:08.439
19,250,241.1,1689,1000,100,83,1670, 2022-02-11 10:54:28.971
20,250,241.2,1673,1000,100,82,1154, 2022-02-11 10:54:31.587
21,250,241.1,1695,1000,100,83,1670, 2022-02-11 10:54:35.001
22,250,241.2,1675,1000,100,82,1154, 2022-02-11 10:54:37.705
23,250,241.1,1698,1000,100,83,1670, 2022-02-11 10:54:41.195
24,250,241.2,1678,1000,100,82,1154, 2022-02-11 10:54:43.755
25,250,241.1,1697,1000,100,83,1670, 2022-02-11 10:54:50.137
26,250,241.2,1677,1000,100,82,1154, 2022-02-11 10:54:52.899
27,250,241.1,1699,1000,100,83,1670, 2022-02-11 10:54:56.417
28,250,241.2,1679,1000,100,82,1154, 2022-02-11 10:54:59.081
29,250,241.1,1700,1000,100,83,1670, 2022-02-11 10:55:02.559
30,250,241.2,1680,1000,100,82,1154, 2022-02-11 10:55:05.171
31,30,19.4,682,1000,100,38,650, 2022-02-11 10:55:09.609
32,30,19.4,682,1000,100,38,650, 2022-02-11 10:55:11.141
33,30,19.4,682,1000,100,38,650, 2022-02-11 10:55:14.255
34,30,19.4,682,1000,100,38,650, 2022-02-11 10:55:15.989
35,30,19.4,682,1000,100,38,650, 2022-02-11 10:55:19.423
36,30,19.4,682,1000,100,38,650, 2022-02-11 10:55:21.143
37,30,19.4,682,1000,100,38,650, 2022-02-11 10:55:22.857
38,30,19.4,682,1000,100,38,650, 2022-02-11 10:55:25.851
39,30,19.4,682,1000,100,38,650, 2022-02-11 10:55:27.349
1,250,241.1,1660,1000,100,82,1154, 2022-02-11 11:01:37.776
2,250,241.2,1685,1000,100,83,1670, 2022-02-11 11:01:41.124
3,250,241.1,1667,1000,100,82,1153, 2022-02-11 11:01:43.960
4,250,241.2,1690,1000,100,83,1670, 2022-02-11 11:01:47.246
5,250,241.1,1670,1000,100,82,1154, 2022-02-11 11:01:50.026
6,250,241.2,1694,1000,100,83,1670, 2022-02-11 11:01:53.298
7,250,241.1,1669,1000,100,82,1153, 2022-02-11 11:01:59.094
8,250,241.2,1694,1000,100,83,1670, 2022-02-11 11:02:02.304
9,250,241.1,1673,1000,100,82,1154, 2022-02-11 11:02:05.122
10,250,241.2,1697,1000,100,83,1670, 2022-02-11 11:02:08.368
11,250,241.1,1675,1000,100,82,1154, 2022-02-11 11:02:11.138
12,250,241.2,1698,1000,100,83,1670, 2022-02-11 11:02:14.420
13,30,19.4,682,1000,100,38,650, 2022-02-11 11:02:18.858
14,30,19.4,680,1000,100,38,650, 2022-02-11 11:02:20.518
15,30,19.4,680,1000,100,38,650, 2022-02-11 11:02:23.482
16,30,19.4,680,1000,100,38,650, 2022-02-11 11:02:26.806
17,30,19.4,680,1000,100,38,650, 2022-02-11 11:02:28.540
18,30,19.4,680,1000,100,38,650, 2022-02-11 11:02:30.298
19,250,241.1,1689,1000,100,83,1670, 2022-02-11 11:02:50.694
20,250,241.2,1671,1000,100,82,1154, 2022-02-11 11:02:53.444
21,250,241.1,1695,1000,100,83,1670, 2022-02-11 11:02:56.902
22,250,241.2,1674,1000,100,82,1154, 2022-02-11 11:02:59.568
23,250,241.1,1697,1000,100,83,1670, 2022-02-11 11:03:03.024
24,250,241.2,1677,1000,100,82,1154, 2022-02-11 11:03:05.712
25,250,241.1,1695,1000,100,83,1670, 2022-02-11 11:03:12.158
26,250,241.2,1677,1000,100,82,1154, 2022-02-11 11:03:14.794
27,250,241.1,1699,1000,100,83,1670, 2022-02-11 11:03:18.292
28,250,241.2,1678,1000,100,82,1154, 2022-02-11 11:03:20.938
29,250,241.1,1700,1000,100,83,1670, 2022-02-11 11:03:24.476
30,250,241.2,1679,1000,100,82,1154, 2022-02-11 11:03:27.066
31,30,19.4,682,1000,100,38,650, 2022-02-11 11:03:31.306
32,30,19.4,682,1000,100,38,650, 2022-02-11 11:03:32.940
33,30,19.4,682,1000,100,38,650, 2022-02-11 11:03:36.022
34,30,19.4,682,1000,100,38,650, 2022-02-11 11:03:37.788
35,30,19.4,682,1000,100,38,650, 2022-02-11 11:03:41.288
36,30,19.4,682,1000,100,38,650, 2022-02-11 11:03:43.038
37,30,19.4,682,1000,100,38,650, 2022-02-11 11:03:44.788
38,30,19.4,682,1000,100,38,650, 2022-02-11 11:03:47.825
39,30,19.4,682,1000,100,38,650, 2022-02-11 11:03:49.353
1,250,241.1,1665,1000,100,82,1154, 2022-02-11 11:04:35.307
2,250,241.2,1692,1000,100,83,1670, 2022-02-11 11:04:38.567
3,250,241.1,1671,1000,100,82,1153, 2022-02-11 11:04:41.349
4,250,241.2,1695,1000,100,83,1670, 2022-02-11 11:04:44.565
5,250,241.1,1674,1000,100,82,1154, 2022-02-11 11:04:47.353
6,250,241.2,1698,1000,100,83,1670, 2022-02-11 11:04:50.603
7,250,241.1,1673,1000,100,82,1153, 2022-02-11 11:04:56.385
8,250,241.2,1698,1000,100,83,1670, 2022-02-11 11:04:59.707
9,250,241.1,1677,1000,100,82,1154, 2022-02-11 11:05:02.551
10,250,241.2,1699,1000,100,83,1670, 2022-02-11 11:05:05.887
11,250,241.1,1679,1000,100,82,1154, 2022-02-11 11:05:08.629
12,250,241.2,1700,1000,100,83,1670, 2022-02-11 11:05:11.899
13,30,19.4,682,1000,100,38,650, 2022-02-11 11:05:16.339
14,30,19.4,682,1000,100,38,650, 2022-02-11 11:05:18.069
15,30,19.4,682,1000,100,38,650, 2022-02-11 11:05:20.969
16,30,19.4,682,1000,100,38,650, 2022-02-11 11:05:24.281
17,30,19.4,682,1000,100,38,650, 2022-02-11 11:05:25.959
18,30,19.4,682,1000,100,38,650, 2022-02-11 11:05:27.675
19,250,241.1,1692,1000,100,83,1670, 2022-02-11 11:05:47.853
20,250,241.2,1674,1000,100,82,1154, 2022-02-11 11:05:50.433
21,250,241.1,1697,1000,100,83,1670, 2022-02-11 11:05:53.861
22,250,241.2,1677,1000,100,82,1154, 2022-02-11 11:05:56.501
23,250,241.1,1699,1000,100,83,1670, 2022-02-11 11:06:00.001
24,250,241.2,1678,1000,100,82,1154, 2022-02-11 11:06:02.655
25,250,241.1,1697,1000,100,83,1670, 2022-02-11 11:06:09.089
26,250,241.2,1678,1000,100,82,1154, 2022-02-11 11:06:11.787
27,250,241.1,1700,1000,100,83,1670, 2022-02-11 11:06:15.147
28,250,241.2,1679,1000,100,82,1154, 2022-02-11 11:06:17.887
29,250,241.1,1702,1000,100,83,1670, 2022-02-11 11:06:21.423
30,250,241.2,1680,1000,100,82,1154, 2022-02-11 11:06:24.163
31,30,19.4,682,1000,100,38,650, 2022-02-11 11:06:28.599
32,30,19.4,682,1000,100,38,650, 2022-02-11 11:06:30.143
33,30,19.4,682,1000,100,38,650, 2022-02-11 11:06:33.215
34,30,19.4,682,1000,100,38,650, 2022-02-11 11:06:34.961
35,30,19.4,682,1000,100,38,650, 2022-02-11 11:06:38.431
36,30,19.4,682,1000,100,38,650, 2022-02-11 11:06:40.151
37,30,19.4,682,1000,100,38,650, 2022-02-11 11:06:41.843
38,30,19.4,682,1000,100,38,650, 2022-02-11 11:06:44.861
39,30,19.4,682,1000,100,38,650, 2022-02-11 11:06:46.341
1,250,241.1,1665,1000,100,82,1154, 2022-02-11 11:07:56.871
2,250,241.2,1690,1000,100,83,1670, 2022-02-11 11:08:00.095
3,250,241.1,1671,1000,100,82,1153, 2022-02-11 11:08:02.919
4,250,241.2,1695,1000,100,83,1670, 2022-02-11 11:08:06.219
5,250,241.1,1674,1000,100,82,1154, 2022-02-11 11:08:09.035
6,250,241.2,1697,1000,100,83,1670, 2022-02-11 11:08:12.403
7,250,241.1,1671,1000,100,82,1153, 2022-02-11 11:08:18.189
8,250,241.2,1697,1000,100,83,1670, 2022-02-11 11:08:21.479
9,250,241.1,1675,1000,100,82,1154, 2022-02-11 11:08:24.339
10,250,241.2,1699,1000,100,83,1670, 2022-02-11 11:08:27.575
11,250,241.1,1678,1000,100,82,1154, 2022-02-11 11:08:30.341
12,250,241.2,1700,1000,100,83,1670, 2022-02-11 11:08:33.585
13,30,19.4,682,1000,100,38,650, 2022-02-11 11:08:38.063
14,30,19.4,682,1000,100,38,650, 2022-02-11 11:08:39.739
15,30,19.4,682,1000,100,38,650, 2022-02-11 11:08:42.703
16,30,19.4,682,1000,100,38,650, 2022-02-11 11:08:46.065
17,30,19.4,682,1000,100,38,650, 2022-02-11 11:08:47.763
18,30,19.4,682,1000,100,38,650, 2022-02-11 11:08:49.457
19,250,241.1,1690,1000,100,83,1670, 2022-02-11 11:09:09.881
20,250,241.2,1674,1000,100,82,1154, 2022-02-11 11:09:12.439
21,250,241.1,1697,1000,100,83,1670, 2022-02-11 11:09:15.859
22,250,241.2,1677,1000,100,82,1154, 2022-02-11 11:09:18.439
23,250,241.1,1699,1000,100,83,1670, 2022-02-11 11:09:21.925
24,250,241.2,1678,1000,100,82,1154, 2022-02-11 11:09:24.591
25,250,241.1,1697,1000,100,83,1670, 2022-02-11 11:09:31.043
26,250,241.2,1678,1000,100,82,1154, 2022-02-11 11:09:33.665
27,250,241.1,1700,1000,100,83,1670, 2022-02-11 11:09:37.105
28,250,241.2,1679,1000,100,82,1154, 2022-02-11 11:09:39.725
29,250,241.1,1702,1000,100,83,1670, 2022-02-11 11:09:43.205
30,250,241.2,1680,1000,100,82,1154, 2022-02-11 11:09:45.827
31,30,19.4,682,1000,100,38,650, 2022-02-11 11:09:50.339
32,30,19.4,682,1000,100,38,650, 2022-02-11 11:09:51.849
33,30,19.4,682,1000,100,38,650, 2022-02-11 11:09:54.935
34,30,19.4,682,1000,100,38,650, 2022-02-11 11:09:56.657
35,30,19.4,682,1000,100,38,650, 2022-02-11 11:10:00.111
36,30,19.4,682,1000,100,38,650, 2022-02-11 11:10:01.835
37,30,19.4,682,1000,100,38,650, 2022-02-11 11:10:03.551
38,30,19.4,682,1000,100,38,650, 2022-02-11 11:10:06.535
39,30,19.4,682,1000,100,38,650, 2022-02-11 11:10:08.045
1,250,241.1,1660,1000,100,82,1154, 2022-02-11 11:16:27.374
2,250,241.2,1685,1000,100,83,1670, 2022-02-11 11:16:30.688
3,250,241.1,1666,1000,100,82,1153, 2022-02-11 11:16:33.552
4,250,241.2,1690,1000,100,83,1670, 2022-02-11 11:16:36.776
5,250,241.1,1670,1000,100,82,1154, 2022-02-11 11:16:39.560
6,250,241.2,1694,1000,100,83,1670, 2022-02-11 11:16:42.882
7,250,241.1,1669,1000,100,82,1153, 2022-02-11 11:16:48.712
8,250,241.2,1694,1000,100,83,1670, 2022-02-11 11:16:51.998
9,250,241.1,1673,1000,100,82,1154, 2022-02-11 11:16:54.812
10,250,241.2,1697,1000,100,83,1670, 2022-02-11 11:16:58.120
11,250,241.1,1675,1000,100,82,1154, 2022-02-11 11:17:00.960
12,250,241.2,1698,1000,100,83,1670, 2022-02-11 11:17:04.224
13,30,19.4,682,1000,100,38,650, 2022-02-11 11:17:08.670
14,30,19.4,680,1000,100,38,650, 2022-02-11 11:17:10.358
15,30,19.4,682,1000,100,38,650, 2022-02-11 11:17:13.272
16,30,19.4,680,1000,100,38,650, 2022-02-11 11:17:16.586
17,30,19.4,680,1000,100,38,650, 2022-02-11 11:17:18.366
18,30,19.4,680,1000,100,38,650, 2022-02-11 11:17:20.090
19,250,241.1,1689,1000,100,83,1670, 2022-02-11 11:17:40.658
20,250,241.2,1671,1000,100,82,1154, 2022-02-11 11:17:43.234
21,250,241.1,1695,1000,100,83,1670, 2022-02-11 11:17:46.696
22,250,241.2,1675,1000,100,82,1154, 2022-02-11 11:17:49.224
23,250,241.1,1698,1000,100,83,1670, 2022-02-11 11:17:52.676
24,250,241.2,1677,1000,100,82,1154, 2022-02-11 11:17:55.287
25,250,241.1,1695,1000,100,83,1670, 2022-02-11 11:18:01.739
26,250,241.2,1677,1000,100,82,1154, 2022-02-11 11:18:04.403
27,250,241.1,1699,1000,100,83,1670, 2022-02-11 11:18:07.881
28,250,241.2,1678,1000,100,82,1154, 2022-02-11 11:18:10.543
29,250,241.1,1700,1000,100,83,1670, 2022-02-11 11:18:14.035
30,250,241.2,1679,1000,100,82,1154, 2022-02-11 11:18:16.663
31,30,19.4,682,1000,100,38,650, 2022-02-11 11:18:20.931
32,30,19.4,682,1000,100,38,650, 2022-02-11 11:18:22.425
33,30,19.4,682,1000,100,38,650, 2022-02-11 11:18:25.519
34,30,19.4,682,1000,100,38,650, 2022-02-11 11:18:27.301
35,30,19.4,682,1000,100,38,650, 2022-02-11 11:18:30.819
36,30,19.4,682,1000,100,38,650, 2022-02-11 11:18:32.507
37,30,19.4,682,1000,100,38,650, 2022-02-11 11:18:34.245
38,30,19.4,682,1000,100,38,650, 2022-02-11 11:18:37.267
39,30,19.4,682,1000,100,38,650, 2022-02-11 11:18:38.737
1,250,241.1,1666,1000,100,82,1154, 2022-02-11 11:19:26.479
2,250,241.2,1692,1000,100,83,1670, 2022-02-11 11:19:29.693
3,250,241.1,1673,1000,100,82,1153, 2022-02-11 11:19:32.555
4,250,241.2,1695,1000,100,83,1670, 2022-02-11 11:19:35.795
5,250,241.1,1675,1000,100,82,1154, 2022-02-11 11:19:38.647
6,250,241.2,1698,1000,100,83,1670, 2022-02-11 11:19:41.871
7,250,241.1,1673,1000,100,82,1153, 2022-02-11 11:19:47.605
8,250,241.2,1698,1000,100,83,1670, 2022-02-11 11:19:50.871
9,250,241.1,1677,1000,100,82,1154, 2022-02-11 11:19:53.601
10,250,241.2,1700,1000,100,83,1670, 2022-02-11 11:19:56.851
11,250,241.1,1678,1000,100,82,1154, 2022-02-11 11:19:59.663
12,250,241.2,1702,1000,100,83,1670, 2022-02-11 11:20:02.845
13,30,19.4,682,1000,100,38,650, 2022-02-11 11:20:07.263
14,30,19.4,682,1000,100,38,650, 2022-02-11 11:20:08.959
15,30,19.4,682,1000,100,38,650, 2022-02-11 11:20:11.885
16,30,19.4,682,1000,100,38,650, 2022-02-11 11:20:15.295
17,30,19.4,682,1000,100,38,650, 2022-02-11 11:20:17.063
18,30,19.4,682,1000,100,38,650, 2022-02-11 11:20:18.755
19,250,241.1,1692,1000,100,83,1670, 2022-02-11 11:20:39.965
20,250,241.2,1673,1000,100,82,1154, 2022-02-11 11:20:42.557
21,250,241.1,1697,1000,100,83,1670, 2022-02-11 11:20:45.989
22,250,241.2,1677,1000,100,82,1154, 2022-02-11 11:20:48.567
23,250,241.1,1699,1000,100,83,1670, 2022-02-11 11:20:52.013
24,250,241.2,1678,1000,100,82,1154, 2022-02-11 11:20:54.627
25,250,241.1,1697,1000,100,83,1670, 2022-02-11 11:21:01.055
26,250,241.2,1678,1000,100,82,1154, 2022-02-11 11:21:03.661
27,250,241.1,1700,1000,100,83,1670, 2022-02-11 11:21:07.123
